Fecha; FondoA; FondoB; FondoC; FondoD; FondoE;
23-Jun-2019;46.712,92;41.544,67;48.636,38;37.679,80;45.848,80;
22-Jun-2019;46.712,92;41.544,67;48.636,38;37.679,80;45.848,80;
21-Jun-2019;46.712,92;41.544,67;48.636,38;37.679,80;45.848,80;
20-Jun-2019;46.736,63;41.515,35;48.554,83;37.575,39;45.718,88;
19-Jun-2019;46.598,74;41.426,05;48.467,71;37.537,21;45.714,01;
18-Jun-2019;46.314,44;41.235,51;48.302,58;37.440,33;45.650,35;
17-Jun-2019;46.328,69;41.253,59;48.311,81;37.447,38;45.652,55;
16-Jun-2019;46.436,69;41.343,82;48.410,27;37.522,60;45.734,88;
15-Jun-2019;46.436,69;41.343,82;48.410,27;37.522,60;45.734,88;
14-Jun-2019;46.436,69;41.343,82;48.410,27;37.522,60;45.734,88;
13-Jun-2019;46.347,04;41.295,45;48.378,52;37.505,56;45.729,14;
12-Jun-2019;46.459,05;41.353,44;48.403,53;37.492,81;45.695,47;
11-Jun-2019;46.291,62;41.191,01;48.220,24;37.373,16;45.592,55;
10-Jun-2019;45.726,23;40.701,00;47.562,78;36.878,00;45.074,03;
09-Jun-2019;45.530,82;40.549,35;47.368,85;36.725,86;44.916,27;
08-Jun-2019;45.530,82;40.549,35;47.368,85;36.725,86;44.916,27;
07-Jun-2019;45.530,82;40.549,35;47.368,85;36.725,86;44.916,27;
06-Jun-2019;45.562,72;40.566,67;47.352,88;36.678,23;44.857,25;
05-Jun-2019;45.721,05;40.646,92;47.340,62;36.604,46;44.728,35;
04-Jun-2019;45.827,05;40.722,17;47.401,23;36.610,51;44.694,71;
03-Jun-2019;45.898,32;40.743,92;47.408,38;36.596,06;44.642,53;
02-Jun-2019;45.844,44;40.657,51;47.271,51;36.481,32;44.522,80;
01-Jun-2019;45.844,44;40.657,51;47.271,51;36.481,32;44.522,80;
31-May-2019;45.844,44;40.657,51;47.271,51;36.481,32;44.522,80;
30-May-2019;45.743,12;40.576,35;47.228,78;36.490,33;44.547,91;
29-May-2019;45.635,01;40.464,23;47.020,93;36.296,26;44.342,94;
28-May-2019;45.340,90;40.254,05;46.763,11;36.119,74;44.216,74;
27-May-2019;45.257,77;40.172,21;46.640,82;36.013,85;44.119,48;
26-May-2019;45.280,54;40.177,84;46.632,24;35.999,70;44.088,77;
25-May-2019;45.280,54;40.177,84;46.632,24;35.999,70;44.088,77;
24-May-2019;45.280,54;40.177,84;46.632,24;35.999,70;44.088,77;
23-May-2019;45.560,53;40.362,20;46.702,60;35.966,98;44.005,91;
22-May-2019;45.579,53;40.366,66;46.685,87;35.942,47;43.978,27;
21-May-2019;45.460,24;40.309,57;46.638,98;35.888,60;43.953,48;
20-May-2019;45.460,24;40.309,57;46.638,98;35.888,60;43.953,48;
19-May-2019;45.546,72;40.366,25;46.653,99;35.887,48;43.939,88;
18-May-2019;45.546,72;40.366,25;46.653,99;35.887,48;43.939,88;
17-May-2019;45.546,72;40.366,25;46.653,99;35.887,48;43.939,88;
16-May-2019;45.509,77;40.343,52;46.649,40;35.891,39;43.932,82;
15-May-2019;45.400,55;40.264,55;46.573,13;35.859,12;43.914,14;
14-May-2019;45.305,22;40.215,32;46.571,13;35.854,72;43.915,59;
13-May-2019;45.579,90;40.380,38;46.642,79;35.860,47;43.871,63;
12-May-2019;45.691,78;40.453,13;46.694,11;35.867,55;43.848,67;
11-May-2019;45.691,78;40.453,13;46.694,11;35.867,55;43.848,67;
10-May-2019;45.691,78;40.453,13;46.694,11;35.867,55;43.848,67;
09-May-2019;45.781,81;40.509,14;46.716,68;35.867,47;43.844,38;
08-May-2019;45.866,61;40.559,89;46.765,40;35.868,03;43.830,76;
07-May-2019;46.174,56;40.768,77;46.903,60;35.924,41;43.858,11;
06-May-2019;46.418,23;40.925,48;47.014,37;35.944,46;43.851,11;
05-May-2019;46.452,79;40.953,53;47.054,56;35.943,78;43.817,80;
04-May-2019;46.452,79;40.953,53;47.054,56;35.943,78;43.817,80;
03-May-2019;46.452,79;40.953,53;47.054,56;35.943,78;43.817,80;
02-May-2019;46.323,29;40.888,00;47.017,58;35.944,33;43.829,86;
01-May-2019;46.285,02;40.854,70;46.970,98;35.922,95;43.815,80;
30-Abr-2019;46.285,02;40.854,70;46.970,98;35.922,95;43.815,80;
29-Abr-2019;46.038,00;40.692,21;46.866,53;35.904,40;43.846,51;
28-Abr-2019;46.023,58;40.677,44;46.850,06;35.890,27;43.836,63;
27-Abr-2019;46.023,58;40.677,44;46.850,06;35.890,27;43.836,63;
26-Abr-2019;46.023,58;40.677,44;46.850,06;35.890,27;43.836,63;
25-Abr-2019;45.966,39;40.677,01;46.865,72;35.911,47;43.877,21;
24-Abr-2019;45.902,75;40.634,15;46.844,68;35.921,90;43.885,21;
23-Abr-2019;45.702,33;40.519,35;46.755,07;35.868,34;43.861,82;
22-Abr-2019;45.679,67;40.510,75;46.746,58;35.871,17;43.877,56;
21-Abr-2019;45.626,51;40.469,21;46.675,39;35.799,70;43.800,35;
20-Abr-2019;45.626,51;40.469,21;46.675,39;35.799,70;43.800,35;
19-Abr-2019;45.626,51;40.469,21;46.675,39;35.799,70;43.800,35;
18-Abr-2019;45.626,51;40.469,21;46.675,39;35.799,70;43.800,35;
17-Abr-2019;45.789,25;40.560,42;46.735,41;35.816,18;43.781,29;
16-Abr-2019;45.624,00;40.455,95;46.675,84;35.810,38;43.806,51;
15-Abr-2019;45.526,35;40.390,28;46.606,75;35.770,29;43.790,95;
14-Abr-2019;45.601,29;40.447,66;46.681,33;35.834,41;43.821,94;
13-Abr-2019;45.601,29;40.447,66;46.681,33;35.834,41;43.821,94;
12-Abr-2019;45.601,29;40.447,66;46.681,33;35.834,41;43.821,94;
11-Abr-2019;45.693,57;40.515,82;46.748,81;35.877,47;43.847,73;
10-Abr-2019;45.647,08;40.478,60;46.692,19;35.816,32;43.770,85;
09-Abr-2019;45.647,15;40.431,45;46.576,19;35.706,11;43.629,14;
08-Abr-2019;45.652,70;40.402,32;46.511,48;35.628,31;43.536,63;
07-Abr-2019;45.595,16;40.344,25;46.439,47;35.568,73;43.473,29;
06-Abr-2019;45.595,16;40.344,25;46.439,47;35.568,73;43.473,29;
05-Abr-2019;45.595,16;40.344,25;46.439,47;35.568,73;43.473,29;
04-Abr-2019;45.596,80;40.354,72;46.459,57;35.578,37;43.489,04;
03-Abr-2019;45.516,13;40.287,62;46.421,12;35.574,68;43.491,31;
02-Abr-2019;45.654,50;40.384,37;46.496,00;35.598,42;43.488,57;
01-Abr-2019;45.505,99;40.283,60;46.414,28;35.569,56;43.493,54;
31-Mar-2019;45.299,83;40.135,09;46.313,09;35.542,24;43.490,22;
30-Mar-2019;45.299,83;40.135,09;46.313,09;35.542,24;43.490,22;
29-Mar-2019;45.299,83;40.135,09;46.313,09;35.542,24;43.490,22;
28-Mar-2019;45.367,80;40.174,31;46.358,93;35.549,39;43.476,56;
27-Mar-2019;45.334,51;40.129,61;46.274,98;35.499,46;43.394,63;
26-Mar-2019;45.122,51;39.985,88;46.156,55;35.451,13;43.391,51;
25-Mar-2019;45.298,06;40.107,91;46.244,90;35.457,79;43.345,42;
24-Mar-2019;45.234,28;40.043,40;46.089,28;35.354,27;43.239,87;
23-Mar-2019;45.234,28;40.043,40;46.089,28;35.354,27;43.239,87;
22-Mar-2019;45.234,28;40.043,40;46.089,28;35.354,27;43.239,87;
21-Mar-2019;45.301,71;40.061,16;46.057,39;35.281,20;43.127,52;
20-Mar-2019;45.387,48;40.105,61;46.053,17;35.248,74;43.085,70;
19-Mar-2019;45.416,87;40.109,53;46.017,27;35.202,92;43.023,91;
18-Mar-2019;45.291,12;40.005,64;45.919,96;35.147,71;42.986,42;
17-Mar-2019;45.121,87;39.881,09;45.797,15;35.076,06;42.934,70;
16-Mar-2019;45.121,87;39.881,09;45.797,15;35.076,06;42.934,70;
15-Mar-2019;45.121,87;39.881,09;45.797,15;35.076,06;42.934,70;
14-Mar-2019;44.940,63;39.757,65;45.676,97;35.022,55;42.904,56;
13-Mar-2019;44.924,59;39.742,72;45.655,12;34.987,45;42.857,25;
12-Mar-2019;44.839,80;39.680,85;45.611,40;34.976,15;42.871,41;
11-Mar-2019;44.432,07;39.407,17;45.384,92;34.867,67;42.806,02;
10-Mar-2019;44.274,02;39.307,09;45.270,49;34.778,04;42.728,52;
09-Mar-2019;44.274,02;39.307,09;45.270,49;34.778,04;42.728,52;
08-Mar-2019;44.274,02;39.307,09;45.270,49;34.778,04;42.728,52;
07-Mar-2019;44.402,50;39.377,48;45.292,93;34.757,70;42.668,74;
06-Mar-2019;44.441,55;39.389,92;45.275,84;34.749,08;42.643,03;
05-Mar-2019;44.550,04;39.436,32;45.312,57;34.745,37;42.611,38;
04-Mar-2019;44.474,21;39.400,08;45.317,30;34.776,45;42.674,64;
03-Mar-2019;44.166,92;39.201,92;45.185,89;34.752,16;42.691,49;
02-Mar-2019;44.166,92;39.201,92;45.185,89;34.752,16;42.691,49;
01-Mar-2019;44.166,92;39.201,92;45.185,89;34.752,16;42.691,49;
28-Feb-2019;44.306,21;39.296,70;45.276,70;34.784,72;42.701,94;
27-Feb-2019;44.460,85;39.422,24;45.422,39;34.852,92;42.765,05;
26-Feb-2019;44.517,15;39.459,24;45.443,99;34.860,58;42.777,33;
25-Feb-2019;44.417,04;39.369,02;45.364,69;34.828,78;42.764,49;
24-Feb-2019;44.291,32;39.276,67;45.293,28;34.795,75;42.740,35;
23-Feb-2019;44.291,32;39.276,67;45.293,28;34.795,75;42.740,35;
22-Feb-2019;44.291,32;39.276,67;45.293,28;34.795,75;42.740,35;
21-Feb-2019;44.328,91;39.297,96;45.315,74;34.810,64;42.743,90;
20-Feb-2019;44.332,63;39.277,12;45.308,56;34.822,60;42.741,07;
19-Feb-2019;44.369,84;39.291,24;45.280,57;34.776,67;42.675,20;
18-Feb-2019;44.424,22;39.315,53;45.293,60;34.790,14;42.686,95;
17-Feb-2019;44.474,41;39.369,22;45.372,86;34.830,41;42.712,25;
16-Feb-2019;44.474,41;39.369,22;45.372,86;34.830,41;42.712,25;
15-Feb-2019;44.474,41;39.369,22;45.372,86;34.830,41;42.712,25;
14-Feb-2019;44.257,42;39.229,02;45.223,81;34.732,82;42.656,10;
13-Feb-2019;44.114,81;39.133,89;45.160,90;34.724,09;42.663,36;
12-Feb-2019;43.870,18;38.994,87;45.078,14;34.702,63;42.692,55;
11-Feb-2019;43.666,31;38.837,84;44.908,60;34.598,89;42.598,10;
10-Feb-2019;43.817,04;38.944,43;44.980,83;34.606,15;42.567,83;
09-Feb-2019;43.817,04;38.944,43;44.980,83;34.606,15;42.567,83;
08-Feb-2019;43.817,04;38.944,43;44.980,83;34.606,15;42.567,83;
07-Feb-2019;44.019,46;39.075,55;45.094,57;34.668,50;42.598,80;
06-Feb-2019;44.092,14;39.122,13;45.124,36;34.700,34;42.608,84;
05-Feb-2019;44.015,42;39.072,72;45.066,26;34.663,43;42.576,11;
04-Feb-2019;43.997,94;39.050,50;45.018,08;34.618,25;42.517,94;
03-Feb-2019;44.048,89;39.048,40;44.980,45;34.580,97;42.469,83;
02-Feb-2019;44.048,89;39.048,40;44.980,45;34.580,97;42.469,83;
01-Feb-2019;44.048,89;39.048,40;44.980,45;34.580,97;42.469,83;
31-Ene-2019;44.096,19;39.048,89;44.940,06;34.512,73;42.390,86;
30-Ene-2019;44.095,07;39.051,46;44.966,00;34.515,61;42.387,76;
29-Ene-2019;44.144,05;39.085,91;44.978,51;34.497,43;42.358,70;
28-Ene-2019;44.116,87;39.053,40;44.928,82;34.478,28;42.345,38;
27-Ene-2019;44.006,35;38.953,72;44.809,15;34.392,09;42.262,17;
26-Ene-2019;44.006,35;38.953,72;44.809,15;34.392,09;42.262,17;
25-Ene-2019;44.006,35;38.953,72;44.809,15;34.392,09;42.262,17;
24-Ene-2019;43.890,31;38.856,29;44.700,87;34.317,00;42.208,88;
23-Ene-2019;43.847,19;38.825,89;44.642,71;34.249,00;42.153,59;
22-Ene-2019;44.189,44;39.056,24;44.819,00;34.328,66;42.188,32;
21-Ene-2019;44.073,01;38.992,28;44.807,39;34.369,49;42.254,68;
20-Ene-2019;43.826,54;38.836,83;44.715,94;34.352,39;42.272,97;
19-Ene-2019;43.826,54;38.836,83;44.715,94;34.352,39;42.272,97;
18-Ene-2019;43.826,54;38.836,83;44.715,94;34.352,39;42.272,97;
17-Ene-2019;43.776,85;38.817,74;44.732,41;34.384,73;42.322,24;
16-Ene-2019;43.655,26;38.729,07;44.656,41;34.359,50;42.303,69;
15-Ene-2019;43.486,60;38.601,45;44.559,31;34.317,77;42.270,64;
14-Ene-2019;43.657,17;38.708,44;44.623,69;34.320,04;42.250,52;
13-Ene-2019;43.660,51;38.689,83;44.596,75;34.319,58;42.246,16;
12-Ene-2019;43.660,51;38.689,83;44.596,75;34.319,58;42.246,16;
11-Ene-2019;43.660,51;38.689,83;44.596,75;34.319,58;42.246,16;
10-Ene-2019;43.592,40;38.630,17;44.560,83;34.320,05;42.256,46;
09-Ene-2019;43.200,65;38.390,56;44.416,14;34.301,98;42.317,16;
08-Ene-2019;43.019,56;38.261,23;44.282,49;34.206,45;42.231,62;
07-Ene-2019;43.031,24;38.281,95;44.332,25;34.266,34;42.301,96;
06-Ene-2019;42.839,58;38.160,52;44.250,61;34.200,69;42.239,12;
05-Ene-2019;42.839,58;38.160,52;44.250,61;34.200,69;42.239,12;
04-Ene-2019;42.839,58;38.160,52;44.250,61;34.200,69;42.239,12;
03-Ene-2019;42.983,54;38.222,47;44.227,75;34.147,47;42.181,68;
02-Ene-2019;42.897,91;38.160,37;44.136,10;34.048,58;42.118,16;
01-Ene-2019;42.822,06;38.101,94;44.098,49;34.026,78;42.095,42;
31-Dic-2018;42.822,06;38.101,94;44.098,49;34.026,78;42.095,42;
30-Dic-2018;42.564,34;37.915,87;43.930,29;33.947,26;42.053,27;
29-Dic-2018;42.564,34;37.915,87;43.930,29;33.947,26;42.053,27;
28-Dic-2018;42.564,34;37.915,87;43.930,29;33.947,26;42.053,27;
27-Dic-2018;42.356,48;37.787,97;43.814,14;33.873,12;41.994,83;
26-Dic-2018;42.090,04;37.622,67;43.693,28;33.784,50;41.903,99;
25-Dic-2018;42.239,76;37.707,83;43.737,45;33.810,56;41.921,02;
24-Dic-2018;42.239,76;37.707,83;43.737,45;33.810,56;41.921,02;
23-Dic-2018;42.372,48;37.765,82;43.744,45;33.789,81;41.877,77;
22-Dic-2018;42.372,48;37.765,82;43.744,45;33.789,81;41.877,77;
21-Dic-2018;42.372,48;37.765,82;43.744,45;33.789,81;41.877,77;
20-Dic-2018;42.674,31;37.949,97;43.856,40;33.807,27;41.853,15;
19-Dic-2018;42.747,53;37.985,66;43.838,77;33.783,82;41.802,33;
18-Dic-2018;42.693,62;37.939,99;43.782,23;33.743,94;41.765,76;
17-Dic-2018;42.999,43;38.145,13;43.917,54;33.798,76;41.780,27;
16-Dic-2018;43.108,63;38.208,21;43.959,63;33.823,03;41.798,80;
15-Dic-2018;43.108,63;38.208,21;43.959,63;33.823,03;41.798,80;
14-Dic-2018;43.108,63;38.208,21;43.959,63;33.823,03;41.798,80;
13-Dic-2018;42.869,35;38.035,87;43.813,49;33.774,98;41.793,44;
12-Dic-2018;42.500,23;37.783,48;43.613,51;33.693,74;41.758,51;
11-Dic-2018;42.268,04;37.623,03;43.490,40;33.635,01;41.726,37;
10-Dic-2018;42.643,60;37.900,44;43.734,15;33.737,33;41.768,00;
09-Dic-2018;42.894,55;38.026,77;43.786,02;33.744,71;41.737,54;
08-Dic-2018;42.894,55;38.026,77;43.786,02;33.744,71;41.737,54;
07-Dic-2018;42.894,55;38.026,77;43.786,02;33.744,71;41.737,54;
06-Dic-2018;43.141,80;38.200,51;43.902,50;33.756,11;41.695,77;
05-Dic-2018;43.188,20;38.252,99;43.940,68;33.766,50;41.692,80;
04-Dic-2018;43.442,76;38.364,31;43.973,78;33.777,17;41.683,46;
03-Dic-2018;43.148,88;38.174,86;43.811,61;33.707,41;41.647,24;
02-Dic-2018;43.104,89;38.138,38;43.779,37;33.675,64;41.617,82;
01-Dic-2018;43.104,89;38.138,38;43.779,37;33.675,64;41.617,82;
30-Nov-2018;43.104,89;38.138,38;43.779,37;33.675,64;41.617,82;
29-Nov-2018;43.062,16;38.086,93;43.697,73;33.618,47;41.566,75;
28-Nov-2018;42.907,17;38.013,26;43.659,53;33.596,93;41.571,11;
27-Nov-2018;42.877,54;37.990,00;43.617,29;33.549,67;41.529,82;
26-Nov-2018;42.604,74;37.839,03;43.537,45;33.550,09;41.538,44;
25-Nov-2018;42.466,85;37.742,15;43.455,91;33.531,20;41.537,10;
24-Nov-2018;42.466,85;37.742,15;43.455,91;33.531,20;41.537,10;
23-Nov-2018;42.466,85;37.742,15;43.455,91;33.531,20;41.537,10;
22-Nov-2018;42.494,55;37.766,36;43.471,81;33.539,01;41.556,06;
21-Nov-2018;42.474,04;37.759,73;43.478,68;33.536,38;41.541,76;
20-Nov-2018;43.006,94;38.082,72;43.702,60;33.599,32;41.507,18;
19-Nov-2018;43.191,70;38.190,56;43.750,34;33.618,51;41.510,69;
18-Nov-2018;43.319,67;38.256,07;43.785,13;33.612,72;41.473,32;
17-Nov-2018;43.319,67;38.256,07;43.785,13;33.612,72;41.473,32;
16-Nov-2018;43.319,67;38.256,07;43.785,13;33.612,72;41.473,32;
15-Nov-2018;43.421,54;38.320,48;43.847,24;33.640,38;41.475,40;
14-Nov-2018;43.515,15;38.381,88;43.887,10;33.654,93;41.484,13;
13-Nov-2018;43.426,84;38.342,77;43.892,69;33.687,24;41.512,30;
12-Nov-2018;43.570,65;38.430,25;43.933,87;33.692,41;41.492,52;
11-Nov-2018;43.765,39;38.575,55;44.051,11;33.738,58;41.521,80;
10-Nov-2018;43.765,39;38.575,55;44.051,11;33.738,58;41.521,80;
09-Nov-2018;43.765,39;38.575,55;44.051,11;33.738,58;41.521,80;
08-Nov-2018;43.904,47;38.641,66;44.097,34;33.764,97;41.523,41;
07-Nov-2018;43.789,50;38.578,15;44.081,56;33.766,86;41.523,24;
06-Nov-2018;43.895,85;38.642,03;44.109,41;33.761,84;41.496,72;
05-Nov-2018;44.417,93;38.945,66;44.301,50;33.799,10;41.427,78;
04-Nov-2018;43.019,99;37.986,94;43.525,73;33.486,51;41.315,15;
03-Nov-2018;43.019,99;37.986,94;43.525,73;33.486,51;41.315,15;
02-Nov-2018;43.019,99;37.986,94;43.525,73;33.486,51;41.315,15;
01-Nov-2018;43.019,99;37.986,94;43.525,73;33.486,51;41.315,15;
31-Oct-2018;43.019,99;37.986,94;43.525,73;33.486,51;41.315,15;
30-Oct-2018;42.861,80;37.926,72;43.529,39;33.481,16;41.331,76;
29-Oct-2018;43.075,84;38.077,03;43.658,74;33.562,43;41.389,59;
28-Oct-2018;43.184,22;38.129,62;43.663,93;33.537,73;41.374,81;
27-Oct-2018;43.184,22;38.129,62;43.663,93;33.537,73;41.374,81;
26-Oct-2018;43.184,22;38.129,62;43.663,93;33.537,73;41.374,81;
25-Oct-2018;43.191,27;38.159,90;43.738,65;33.562,90;41.378,83;
24-Oct-2018;43.450,15;38.292,10;43.781,15;33.585,92;41.377,04;
23-Oct-2018;43.695,80;38.441,40;43.862,53;33.584,46;41.330,30;
22-Oct-2018;43.434,71;38.247,63;43.692,71;33.508,23;41.292,87;
21-Oct-2018;43.376,75;38.202,48;43.638,65;33.459,97;41.230,53;
20-Oct-2018;43.376,75;38.202,48;43.638,65;33.459,97;41.230,53;
19-Oct-2018;43.376,75;38.202,48;43.638,65;33.459,97;41.230,53;
18-Oct-2018;43.605,19;38.335,75;43.719,19;33.485,11;41.216,38;
17-Oct-2018;43.575,40;38.317,93;43.687,14;33.475,68;41.246,17;
16-Oct-2018;43.586,27;38.357,88;43.747,96;33.507,47;41.284,16;
15-Oct-2018;43.571,43;38.325,93;43.753,06;33.522,07;41.285,04;
14-Oct-2018;43.571,43;38.325,93;43.753,06;33.522,07;41.285,04;
13-Oct-2018;43.571,43;38.325,93;43.753,06;33.522,07;41.285,04;
12-Oct-2018;43.571,43;38.325,93;43.753,06;33.522,07;41.285,04;
11-Oct-2018;44.258,67;38.811,73;44.180,41;33.730,35;41.431,69;
10-Oct-2018;44.746,16;39.128,02;44.405,58;33.852,11;41.518,70;
09-Oct-2018;44.735,90;39.122,58;44.430,14;33.868,32;41.535,52;
08-Oct-2018;44.395,09;38.905,50;44.227,17;33.755,06;41.502,02;
07-Oct-2018;44.531,78;39.026,88;44.341,11;33.804,45;41.542,88;
06-Oct-2018;44.531,78;39.026,88;44.341,11;33.804,45;41.542,88;
05-Oct-2018;44.531,78;39.026,88;44.341,11;33.804,45;41.542,88;
04-Oct-2018;44.451,53;38.999,25;44.332,84;33.831,73;41.595,25;
03-Oct-2018;44.361,21;38.924,93;44.273,88;33.794,69;41.588,47;
02-Oct-2018;44.297,40;38.880,76;44.216,11;33.743,02;41.552,28;
01-Oct-2018;44.502,45;39.015,97;44.296,49;33.751,86;41.523,73;
30-Sep-2018;44.660,25;39.110,74;44.352,60;33.754,02;41.490,15;
29-Sep-2018;44.660,25;39.110,74;44.352,60;33.754,02;41.490,15;
28-Sep-2018;44.660,25;39.110,74;44.352,60;33.754,02;41.490,15;
27-Sep-2018;44.756,42;39.158,35;44.361,24;33.721,70;41.448,71;
26-Sep-2018;45.012,77;39.335,51;44.531,71;33.824,68;41.556,89;
25-Sep-2018;44.851,79;39.251,56;44.476,75;33.813,84;41.574,02;
24-Sep-2018;45.054,65;39.395,90;44.594,00;33.868,35;41.624,98;
23-Sep-2018;45.217,13;39.489,72;44.650,83;33.885,48;41.622,75;
22-Sep-2018;45.217,13;39.489,72;44.650,83;33.885,48;41.622,75;
21-Sep-2018;45.217,13;39.489,72;44.650,83;33.885,48;41.622,75;
20-Sep-2018;45.358,88;39.577,00;44.728,58;33.917,51;41.628,10;
19-Sep-2018;44.883,31;39.264,80;44.430,95;33.765,36;41.587,07;
18-Sep-2018;44.883,31;39.264,80;44.430,95;33.765,36;41.587,07;
17-Sep-2018;44.883,31;39.264,80;44.430,95;33.765,36;41.587,07;
16-Sep-2018;44.883,31;39.264,80;44.430,95;33.765,36;41.587,07;
15-Sep-2018;44.883,31;39.264,80;44.430,95;33.765,36;41.587,07;
14-Sep-2018;44.883,31;39.264,80;44.430,95;33.765,36;41.587,07;
13-Sep-2018;44.894,85;39.240,15;44.382,79;33.727,46;41.521,98;
12-Sep-2018;45.016,69;39.312,64;44.438,80;33.744,05;41.517,71;
11-Sep-2018;44.939,06;39.261,90;44.392,52;33.719,50;41.484,07;
10-Sep-2018;44.856,08;39.235,41;44.381,34;33.730,74;41.523,88;
09-Sep-2018;44.741,64;39.154,35;44.343,04;33.725,49;41.545,46;
08-Sep-2018;44.741,64;39.154,35;44.343,04;33.725,49;41.545,46;
07-Sep-2018;44.741,64;39.154,35;44.343,04;33.725,49;41.545,46;
06-Sep-2018;45.087,38;39.369,51;44.525,20;33.789,37;41.564,02;
05-Sep-2018;45.499,23;39.655,06;44.764,12;33.893,88;41.621,52;
04-Sep-2018;45.427,08;39.626,62;44.721,16;33.869,09;41.571,64;
03-Sep-2018;45.380,33;39.594,01;44.681,14;33.836,75;41.526,17;
02-Sep-2018;45.200,91;39.483,20;44.572,74;33.752,90;41.452,21;
01-Sep-2018;45.200,91;39.483,20;44.572,74;33.752,90;41.452,21;
31-Ago-2018;45.200,91;39.483,20;44.572,74;33.752,90;41.452,21;
30-Ago-2018;45.142,50;39.442,67;44.548,06;33.763,90;41.464,88;
29-Ago-2018;44.673,52;39.166,59;44.372,15;33.724,60;41.519,67;
28-Ago-2018;44.497,89;39.070,46;44.324,26;33.756,49;41.588,85;
27-Ago-2018;44.440,43;39.019,93;44.283,48;33.725,62;41.566,65;
26-Ago-2018;44.459,69;39.042,87;44.302,12;33.723,69;41.559,64;
25-Ago-2018;44.459,69;39.042,87;44.302,12;33.723,69;41.559,64;
24-Ago-2018;44.459,69;39.042,87;44.302,12;33.723,69;41.559,64;
23-Ago-2018;44.385,38;38.984,86;44.248,44;33.700,13;41.541,06;
22-Ago-2018;44.489,49;39.034,25;44.273,97;33.700,36;41.534,10;
21-Ago-2018;44.544,68;39.059,55;44.285,77;33.716,68;41.523,25;
20-Ago-2018;44.309,97;38.889,73;44.132,44;33.644,34;41.463,43;
19-Ago-2018;44.172,70;38.799,60;44.035,08;33.591,49;41.402,62;
18-Ago-2018;44.172,70;38.799,60;44.035,08;33.591,49;41.402,62;
17-Ago-2018;44.172,70;38.799,60;44.035,08;33.591,49;41.402,62;
16-Ago-2018;44.095,44;38.767,61;44.005,80;33.553,57;41.356,16;
15-Ago-2018;44.092,98;38.767,13;43.980,35;33.527,18;41.321,03;
14-Ago-2018;44.092,98;38.767,13;43.980,35;33.527,18;41.321,03;
13-Ago-2018;44.246,07;38.874,58;44.073,47;33.562,76;41.310,89;
12-Ago-2018;44.330,23;38.914,60;44.087,04;33.560,99;41.254,19;
11-Ago-2018;44.330,23;38.914,60;44.087,04;33.560,99;41.254,19;
10-Ago-2018;44.330,23;38.914,60;44.087,04;33.560,99;41.254,19;
09-Ago-2018;44.407,97;38.964,72;44.128,71;33.574,77;41.240,32;
08-Ago-2018;44.395,21;38.952,06;44.100,53;33.547,26;41.198,91;
07-Ago-2018;44.498,48;39.026,15;44.156,23;33.569,16;41.187,77;
